transactionId,userId,date,amount,type,category,merchantName,description,paymentMode,isRecurring,source
TXN0002270,U005,2024-12-02,3541,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0002271,U005,2024-12-10,3828,Expense,Entertainment,Gaming Store,Entertainment,Cash,false,Entertainment
TXN0002272,U005,2024-12-18,12739,Expense,Shopping,Zara,Shopping,Debit Card,false,Shopping
TXN0002273,U005,2024-12-11,3149,Expense,Utilities,Internet Provider,Utilities,Credit Card,false,Utilities
TXN0002274,U005,2024-12-05,3402,Expense,Groceries,Costco,Groceries,Credit Card,false,Groceries
TXN0002275,U005,2024-12-31,4517,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0002276,U005,2024-12-23,17580,Expense,Shopping,Flipkart,Shopping,Net Banking,false,Shopping
TXN0002277,U005,2024-12-31,27832,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0002278,U005,2024-12-04,6108,Expense,Medical,Lab Tests,Medical,Credit Card,false,Medical
TXN0002279,U005,2024-12-07,11821,Expense,Shopping,Amazon,Shopping,Cash,false,Shopping
TXN0002280,U005,2024-12-02,4272,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0002281,U005,2024-12-23,3146,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0002282,U005,2025-01-28,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002283,U005,2025-01-18,4230,Expense,Groceries,Local Market,Groceries,Cash,false,Groceries
TXN0002284,U005,2025-01-01,2370,Expense,Education,Coursera,Education,Debit Card,false,Education
TXN0002285,U005,2025-01-21,7981,Expense,Education,Udemy,Education,Credit Card,false,Education
TXN0002286,U005,2025-01-25,37446,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0002287,U005,2025-01-08,8813,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0002288,U005,2025-01-24,3077,Expense,Transportation,Ola,Transportation,Debit Card,false,Transportation
TXN0002289,U005,2025-01-12,4204,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0002290,U005,2025-01-15,37169,Expense,Rent,Landlord,Rent,UPI,true,Rent
TXN0002291,U005,2025-01-17,4094,Expense,Groceries,Costco,Groceries,Net Banking,false,Groceries
TXN0002292,U005,2025-01-29,8416,Expense,Education,Tuition,Education,Debit Card,false,Education
TXN0002293,U005,2025-02-28,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002294,U005,2025-02-02,7950,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0002295,U005,2025-02-18,16386,Expense,Shopping,Zara,Shopping,Debit Card,false,Shopping
TXN0002296,U005,2025-02-08,3873,Expense,Dining,Food Delivery,Dining,UPI,false,Dining
TXN0002297,U005,2025-02-19,4546,Expense,Education,Udemy,Education,Debit Card,false,Education
TXN0002298,U005,2025-02-06,9610,Expense,Medical,Pharmacy,Medical,Cash,false,Medical
TXN0002299,U005,2025-02-28,50404,Expense,Rent,Landlord,Rent,Net Banking,true,Rent
TXN0002300,U005,2025-02-08,2607,Expense,Entertainment,Movie Tickets,Entertainment,Debit Card,false,Entertainment
TXN0002301,U005,2025-02-10,7508,Expense,Dining,Fast Food Chain,Dining,UPI,false,Dining
TXN0002302,U005,2025-03-25,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002303,U005,2025-03-19,4984,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0002304,U005,2025-03-01,6908,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0002305,U005,2025-03-27,7973,Expense,Groceries,Costco,Groceries,Net Banking,false,Groceries
TXN0002306,U005,2025-03-30,12698,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0002307,U005,2025-03-12,3104,Expense,Dining,Restaurant,Dining,Net Banking,false,Dining
TXN0002308,U005,2025-03-02,5807,Expense,Dining,Fast Food Chain,Dining,UPI,false,Dining
TXN0002309,U005,2025-03-29,27631,Expense,Rent,Property Management,Rent,Net Banking,true,Rent
TXN0002310,U005,2025-03-08,5887,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0002311,U005,2025-03-04,5842,Expense,Groceries,Amazon Fresh,Groceries,UPI,false,Groceries
TXN0002312,U005,2025-04-26,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002313,U005,2025-04-14,3511,Expense,Groceries,Whole Foods,Groceries,Net Banking,false,Groceries
TXN0002314,U005,2025-04-25,3053,Expense,Transportation,Ola,Transportation,UPI,false,Transportation
TXN0002315,U005,2025-04-04,7799,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0002316,U005,2025-04-10,3367,Expense,Entertainment,Amazon Prime,Entertainment,Net Banking,false,Entertainment
TXN0002317,U005,2025-04-18,10570,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0002318,U005,2025-04-27,4125,Expense,Groceries,Whole Foods,Groceries,Net Banking,false,Groceries
TXN0002319,U005,2025-04-28,3469,Expense,Education,Coursera,Education,Net Banking,false,Education
TXN0002320,U005,2025-04-08,2917,Expense,Utilities,Electricity Board,Utilities,Credit Card,false,Utilities
TXN0002321,U005,2025-04-26,5355,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0002322,U005,2025-05-27,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002323,U005,2025-05-03,6221,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0002324,U005,2025-05-03,4627,Expense,Dining,Food Delivery,Dining,Credit Card,false,Dining
TXN0002325,U005,2025-05-18,7974,Expense,Groceries,Amazon Fresh,Groceries,UPI,false,Groceries
TXN0002326,U005,2025-05-15,3478,Expense,Utilities,Internet Provider,Utilities,UPI,false,Utilities
TXN0002327,U005,2025-05-30,2803,Expense,Dining,Fast Food Chain,Dining,Credit Card,false,Dining
TXN0002328,U005,2025-05-26,5386,Expense,Groceries,Amazon Fresh,Groceries,UPI,false,Groceries
TXN0002329,U005,2025-05-22,5508,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0002330,U005,2025-05-27,11406,Expense,Medical,Clinic,Medical,Debit Card,false,Medical
TXN0002331,U005,2025-05-14,1865,Expense,Transportation,Metro Card,Transportation,UPI,false,Transportation
TXN0002332,U005,2025-05-11,9948,Expense,Entertainment,Movie Tickets,Entertainment,Credit Card,false,Entertainment
TXN0002333,U005,2025-06-26,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002334,U005,2025-06-05,39000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0002335,U005,2025-06-11,5216,Expense,Groceries,Whole Foods,Groceries,Cash,false,Groceries
TXN0002336,U005,2025-06-09,30463,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0002337,U005,2025-06-05,3087,Expense,Transportation,Metro Card,Transportation,UPI,false,Transportation
TXN0002338,U005,2025-06-10,2605,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0002339,U005,2025-06-20,3779,Expense,Dining,Food Delivery,Dining,Cash,false,Dining
TXN0002340,U005,2025-06-23,2936,Expense,Education,Coursera,Education,Net Banking,false,Education
TXN0002341,U005,2025-06-16,7099,Expense,Dining,Cafe,Dining,Net Banking,false,Dining
TXN0002342,U005,2025-06-22,4202,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0002343,U005,2025-06-17,4576,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0002344,U005,2025-07-27,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002345,U005,2025-07-24,31264,Expense,Education,Coursera,Education,UPI,false,Education
TXN0002346,U005,2025-07-29,13605,Expense,Shopping,Amazon,Shopping,Debit Card,false,Shopping
TXN0002347,U005,2025-07-13,4974,Expense,Dining,Food Delivery,Dining,Cash,false,Dining
TXN0002348,U005,2025-07-07,34249,Expense,Rent,Property Management,Rent,Net Banking,true,Rent
TXN0002349,U005,2025-07-12,8500,Expense,Entertainment,Gaming Store,Entertainment,Credit Card,false,Entertainment
TXN0002350,U005,2025-07-21,7547,Expense,Education,Books Store,Education,Cash,false,Education
TXN0002351,U005,2025-07-01,16969,Expense,Shopping,Flipkart,Shopping,Cash,false,Shopping
TXN0002352,U005,2025-07-06,2573,Expense,Entertainment,Amazon Prime,Entertainment,Cash,false,Entertainment
TXN0002353,U005,2025-08-28,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002354,U005,2025-08-12,8113,Expense,Entertainment,Amazon Prime,Entertainment,Credit Card,false,Entertainment
TXN0002355,U005,2025-08-02,6297,Expense,Groceries,Local Market,Groceries,Cash,false,Groceries
TXN0002356,U005,2025-08-10,13737,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0002357,U005,2025-08-17,9227,Expense,Entertainment,Gaming Store,Entertainment,Credit Card,false,Entertainment
TXN0002358,U005,2025-08-16,2763,Expense,Transportation,Ola,Transportation,Debit Card,false,Transportation
TXN0002359,U005,2025-08-23,14726,Expense,Medical,Hospital,Medical,UPI,false,Medical
TXN0002360,U005,2025-08-17,7307,Expense,Medical,Hospital,Medical,Cash,false,Medical
TXN0002361,U005,2025-08-18,9088,Expense,Education,Udemy,Education,Net Banking,false,Education
TXN0002362,U005,2025-08-04,5666,Expense,Shopping,Flipkart,Shopping,Cash,false,Shopping
TXN0002363,U005,2025-08-07,6561,Expense,Dining,Cafe,Dining,Cash,false,Dining
TXN0002364,U005,2025-09-28,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002365,U005,2025-09-08,9406,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0002366,U005,2025-09-26,7425,Expense,Insurance,Insurance Company,Insurance,Cash,true,Insurance
TXN0002367,U005,2025-09-17,10663,Expense,Shopping,Amazon,Shopping,Debit Card,false,Shopping
TXN0002368,U005,2025-09-19,6414,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0002369,U005,2025-09-24,6019,Expense,Medical,Hospital,Medical,Net Banking,false,Medical
TXN0002370,U005,2025-09-22,6437,Expense,Entertainment,Gaming Store,Entertainment,UPI,false,Entertainment
TXN0002371,U005,2025-09-18,3145,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0002372,U005,2025-09-04,5262,Expense,Entertainment,Movie Tickets,Entertainment,Debit Card,false,Entertainment
TXN0002373,U005,2025-09-08,13291,Expense,Shopping,Amazon,Shopping,Debit Card,false,Shopping
TXN0002374,U005,2025-10-27,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002375,U005,2025-10-03,7820,Expense,Medical,Hospital,Medical,UPI,false,Medical
TXN0002376,U005,2025-10-29,4063,Expense,Education,Udemy,Education,UPI,false,Education
TXN0002377,U005,2025-10-01,3197,Expense,Insurance,Premium Payment,Insurance,Net Banking,true,Insurance
TXN0002378,U005,2025-10-31,1103,Expense,Medical,Hospital,Medical,Cash,false,Medical
TXN0002379,U005,2025-10-05,5380,Expense,Groceries,Carrefour,Groceries,Net Banking,false,Groceries
TXN0002380,U005,2025-10-08,4480,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0002381,U005,2025-10-21,3860,Expense,Transportation,Metro Card,Transportation,Credit Card,false,Transportation
TXN0002382,U005,2025-10-25,2709,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0002383,U005,2025-10-16,9115,Expense,Education,Udemy,Education,Credit Card,false,Education
TXN0002384,U005,2025-11-27,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002385,U005,2025-11-24,3332,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0002386,U005,2025-11-16,7807,Expense,Education,Tuition,Education,Debit Card,false,Education
TXN0002387,U005,2025-11-07,42269,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0002388,U005,2025-11-27,3401,Expense,Utilities,Water Supply,Utilities,Credit Card,false,Utilities
TXN0002389,U005,2025-11-26,5186,Expense,Insurance,Insurance Company,Insurance,Debit Card,true,Insurance
TXN0002390,U005,2025-11-01,3091,Expense,Dining,Cafe,Dining,Cash,false,Dining
TXN0002391,U005,2025-11-25,2655,Expense,Education,Coursera,Education,Cash,false,Education
TXN0002392,U005,2025-11-21,2266,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0002393,U005,2025-12-27,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002394,U005,2025-12-02,39000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0002395,U005,2025-12-06,5369,Expense,Insurance,Insurance Company,Insurance,Cash,true,Insurance
TXN0002396,U005,2025-12-09,10691,Expense,Shopping,Nike,Shopping,Credit Card,false,Shopping
TXN0002397,U005,2025-12-13,5456,Expense,Shopping,Local Store,Shopping,UPI,false,Shopping
TXN0002398,U005,2025-12-27,4432,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0002399,U005,2025-12-09,5383,Expense,Entertainment,Gaming Store,Entertainment,UPI,false,Entertainment
TXN0002400,U005,2025-12-04,5831,Expense,Groceries,Local Market,Groceries,Debit Card,false,Groceries
TXN0002401,U005,2025-12-02,3907,Expense,Utilities,Internet Provider,Utilities,Cash,false,Utilities
TXN0002402,U005,2025-12-10,3149,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0002403,U005,2026-01-28,65000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002404,U005,2026-01-18,3165,Expense,Utilities,Gas Company,Utilities,Debit Card,false,Utilities
TXN0002405,U005,2026-01-02,7738,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0002406,U005,2026-01-23,3228,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0002407,U005,2026-01-02,14612,Expense,Shopping,Amazon,Shopping,Credit Card,false,Shopping
TXN0002408,U005,2026-01-09,6575,Expense,Dining,Food Delivery,Dining,UPI,false,Dining
TXN0002409,U005,2026-01-12,6581,Expense,Dining,Fast Food Chain,Dining,Debit Card,false,Dining
TXN0002410,U005,2026-01-21,5266,Expense,Entertainment,Amazon Prime,Entertainment,Cash,false,Entertainment
TXN0002411,U005,2026-01-03,46910,Expense,Rent,Property Management,Rent,Debit Card,true,Rent
TXN0002412,U005,2026-01-06,4137,Expense,Dining,Fast Food Chain,Dining,Net Banking,false,Dining
TXN0002413,U005,2026-01-08,3732,Expense,Transportation,Parking,Transportation,Cash,false,Transportation
TXN0002414,U006,2024-01-25,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002415,U006,2024-01-29,2661,Expense,Transportation,Gas Station,Transportation,Net Banking,false,Transportation
TXN0002416,U006,2024-01-28,4306,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0002417,U006,2024-01-26,28180,Expense,Shopping,Flipkart,Shopping,Net Banking,false,Shopping
TXN0002418,U006,2024-01-21,4833,Expense,Dining,Food Delivery,Dining,UPI,false,Dining
TXN0002419,U006,2024-01-25,22122,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0002420,U006,2024-01-02,4648,Expense,Entertainment,Amazon Prime,Entertainment,Credit Card,false,Entertainment
TXN0002421,U006,2024-01-24,4639,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0002422,U006,2024-01-17,1635,Expense,Transportation,Ola,Transportation,UPI,false,Transportation
TXN0002423,U006,2024-01-05,4010,Expense,Entertainment,Netflix,Entertainment,Debit Card,false,Entertainment
TXN0002424,U006,2024-02-28,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002425,U006,2024-02-19,3808,Expense,Transportation,Uber,Transportation,Credit Card,false,Transportation
TXN0002426,U006,2024-02-07,3848,Expense,Dining,Food Delivery,Dining,Cash,false,Dining
TXN0002427,U006,2024-02-17,3808,Expense,Groceries,Local Market,Groceries,Net Banking,false,Groceries
TXN0002428,U006,2024-02-09,30593,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0002429,U006,2024-02-28,9189,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0002430,U006,2024-02-25,26980,Expense,Groceries,Amazon Fresh,Groceries,Net Banking,false,Groceries
TXN0002431,U006,2024-02-15,5669,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0002432,U006,2024-02-14,6575,Expense,Education,Books Store,Education,Net Banking,false,Education
TXN0002433,U006,2024-03-26,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002434,U006,2024-03-07,14420,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0002435,U006,2024-03-02,7708,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0002436,U006,2024-03-19,6502,Expense,Medical,Lab Tests,Medical,Debit Card,false,Medical
TXN0002437,U006,2024-03-07,1665,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0002438,U006,2024-03-02,5126,Expense,Shopping,Zara,Shopping,Net Banking,false,Shopping
TXN0002439,U006,2024-03-07,50992,Expense,Rent,Landlord,Rent,Debit Card,true,Rent
TXN0002440,U006,2024-03-27,3112,Expense,Transportation,Ola,Transportation,Credit Card,false,Transportation
TXN0002441,U006,2024-03-22,7384,Expense,Insurance,Premium Payment,Insurance,Net Banking,true,Insurance
TXN0002442,U006,2024-03-18,11318,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0002443,U006,2024-04-26,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002444,U006,2024-04-12,5368,Expense,Groceries,Costco,Groceries,Credit Card,false,Groceries
TXN0002445,U006,2024-04-05,4550,Expense,Entertainment,Gaming Store,Entertainment,Net Banking,false,Entertainment
TXN0002446,U006,2024-04-09,3478,Expense,Utilities,Internet Provider,Utilities,UPI,false,Utilities
TXN0002447,U006,2024-04-20,3391,Expense,Transportation,Metro Card,Transportation,Cash,false,Transportation
TXN0002448,U006,2024-04-09,3345,Expense,Utilities,Gas Company,Utilities,Credit Card,false,Utilities
TXN0002449,U006,2024-04-06,11277,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0002450,U006,2024-04-25,3407,Expense,Groceries,Carrefour,Groceries,Credit Card,false,Groceries
TXN0002451,U006,2024-04-16,5009,Expense,Entertainment,Netflix,Entertainment,Credit Card,false,Entertainment
TXN0002452,U006,2024-04-17,2119,Expense,Education,Tuition,Education,Cash,false,Education
TXN0002453,U006,2024-04-26,23884,Expense,Dining,Cafe,Dining,UPI,false,Dining
TXN0002454,U006,2024-05-25,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002455,U006,2024-05-23,5941,Expense,Groceries,Local Market,Groceries,UPI,false,Groceries
TXN0002456,U006,2024-05-23,3702,Expense,Utilities,Water Supply,Utilities,Credit Card,false,Utilities
TXN0002457,U006,2024-05-07,6259,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0002458,U006,2024-05-07,6702,Expense,Groceries,Whole Foods,Groceries,Debit Card,false,Groceries
TXN0002459,U006,2024-05-04,2964,Expense,Education,Tuition,Education,Credit Card,false,Education
TXN0002460,U006,2024-05-29,3030,Expense,Utilities,Electricity Board,Utilities,Debit Card,false,Utilities
TXN0002461,U006,2024-05-03,5282,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0002462,U006,2024-05-21,5548,Expense,Entertainment,Gaming Store,Entertainment,Credit Card,false,Entertainment
TXN0002463,U006,2024-05-22,15890,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0002464,U006,2024-05-09,3886,Expense,Dining,Fast Food Chain,Dining,Cash,false,Dining
TXN0002465,U006,2024-05-22,58595,Expense,Rent,Property Management,Rent,Debit Card,true,Rent
TXN0002466,U006,2024-06-28,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002467,U006,2024-06-09,30000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0002468,U006,2024-06-24,2377,Expense,Medical,Clinic,Medical,Cash,false,Medical
TXN0002469,U006,2024-06-23,4144,Expense,Education,Tuition,Education,UPI,false,Education
TXN0002470,U006,2024-06-05,7047,Expense,Insurance,Insurance Company,Insurance,Debit Card,true,Insurance
TXN0002471,U006,2024-06-16,36705,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0002472,U006,2024-06-13,9684,Expense,Utilities,Gas Company,Utilities,UPI,false,Utilities
TXN0002473,U006,2024-06-06,7938,Expense,Shopping,Local Store,Shopping,Debit Card,false,Shopping
TXN0002474,U006,2024-06-06,2720,Expense,Transportation,Parking,Transportation,Credit Card,false,Transportation
TXN0002475,U006,2024-06-28,3394,Expense,Entertainment,Gaming Store,Entertainment,Cash,false,Entertainment
TXN0002476,U006,2024-06-26,4590,Expense,Entertainment,Movie Tickets,Entertainment,UPI,false,Entertainment
TXN0002477,U006,2024-06-27,2007,Expense,Transportation,Parking,Transportation,Credit Card,false,Transportation
TXN0002478,U006,2024-06-03,9964,Expense,Education,Udemy,Education,UPI,false,Education
TXN0002479,U006,2024-06-22,5504,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0002480,U006,2024-07-26,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002481,U006,2024-07-18,6795,Expense,Groceries,Whole Foods,Groceries,Debit Card,false,Groceries
TXN0002482,U006,2024-07-20,3389,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0002483,U006,2024-07-15,9683,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0002484,U006,2024-07-28,42974,Expense,Rent,Landlord,Rent,UPI,true,Rent
TXN0002485,U006,2024-07-29,2916,Expense,Education,Tuition,Education,Net Banking,false,Education
TXN0002486,U006,2024-07-28,7839,Expense,Entertainment,Gaming Store,Entertainment,Cash,false,Entertainment
TXN0002487,U006,2024-07-20,36293,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0002488,U006,2024-07-30,2516,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0002489,U006,2024-07-09,4181,Expense,Transportation,Metro Card,Transportation,Net Banking,false,Transportation
TXN0002490,U006,2024-07-12,14837,Expense,Medical,Lab Tests,Medical,Credit Card,false,Medical
TXN0002491,U006,2024-07-16,6382,Expense,Dining,Fast Food Chain,Dining,Net Banking,false,Dining
TXN0002492,U006,2024-07-12,41537,Expense,Rent,Property Management,Rent,Cash,true,Rent
TXN0002493,U006,2024-08-28,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002494,U006,2024-08-15,3619,Expense,Transportation,Uber,Transportation,Net Banking,false,Transportation
TXN0002495,U006,2024-08-16,16339,Expense,Shopping,Nike,Shopping,Credit Card,false,Shopping
TXN0002496,U006,2024-08-19,1507,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0002497,U006,2024-08-26,4493,Expense,Transportation,Gas Station,Transportation,Cash,false,Transportation
TXN0002498,U006,2024-08-28,3615,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0002499,U006,2024-08-28,5261,Expense,Education,Tuition,Education,Net Banking,false,Education
TXN0002500,U006,2024-08-31,7290,Expense,Groceries,Carrefour,Groceries,Debit Card,false,Groceries
TXN0002501,U006,2024-08-05,9389,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0002502,U006,2024-08-10,3017,Expense,Utilities,Gas Company,Utilities,Cash,false,Utilities
TXN0002503,U006,2024-08-08,7807,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0002504,U006,2024-08-06,2929,Expense,Dining,Restaurant,Dining,Debit Card,false,Dining
TXN0002505,U006,2024-08-15,3289,Expense,Entertainment,Netflix,Entertainment,Cash,false,Entertainment
TXN0002506,U006,2024-09-25,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002507,U006,2024-09-23,15076,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0002508,U006,2024-09-10,15166,Expense,Rent,Property Management,Rent,Cash,true,Rent
TXN0002509,U006,2024-09-29,6203,Expense,Shopping,Zara,Shopping,Debit Card,false,Shopping
TXN0002510,U006,2024-09-02,5475,Expense,Dining,Fast Food Chain,Dining,Credit Card,false,Dining
TXN0002511,U006,2024-09-21,3663,Expense,Utilities,Water Supply,Utilities,Debit Card,false,Utilities
TXN0002512,U006,2024-09-22,7551,Expense,Entertainment,Movie Tickets,Entertainment,Cash,false,Entertainment
TXN0002513,U006,2024-09-29,3052,Expense,Utilities,Electricity Board,Utilities,Net Banking,false,Utilities
TXN0002514,U006,2024-09-29,7962,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0002515,U006,2024-09-28,3754,Expense,Utilities,Gas Company,Utilities,Debit Card,false,Utilities
TXN0002516,U006,2024-09-27,6040,Expense,Education,Tuition,Education,UPI,false,Education
TXN0002517,U006,2024-09-30,7255,Expense,Entertainment,Amazon Prime,Entertainment,Net Banking,false,Entertainment
TXN0002518,U006,2024-09-01,3388,Expense,Groceries,Carrefour,Groceries,UPI,false,Groceries
TXN0002519,U006,2024-10-25,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002520,U006,2024-10-24,13599,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0002521,U006,2024-10-02,11319,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0002522,U006,2024-10-28,2947,Expense,Utilities,Electricity Board,Utilities,Debit Card,false,Utilities
TXN0002523,U006,2024-10-17,2149,Expense,Transportation,Parking,Transportation,UPI,false,Transportation
TXN0002524,U006,2024-10-18,12606,Expense,Medical,Pharmacy,Medical,UPI,false,Medical
TXN0002525,U006,2024-10-21,2842,Expense,Utilities,Electricity Board,Utilities,Credit Card,false,Utilities
TXN0002526,U006,2024-10-16,7588,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0002527,U006,2024-10-11,7700,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0002528,U006,2024-10-10,34226,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0002529,U006,2024-11-27,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002530,U006,2024-11-06,6053,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0002531,U006,2024-11-22,7279,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0002532,U006,2024-11-11,5790,Expense,Groceries,Carrefour,Groceries,UPI,false,Groceries
TXN0002533,U006,2024-11-24,8622,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0002534,U006,2024-11-06,3724,Expense,Utilities,Water Supply,Utilities,Debit Card,false,Utilities
TXN0002535,U006,2024-11-02,25552,Expense,Rent,Landlord,Rent,Credit Card,true,Rent
TXN0002536,U006,2024-11-02,10440,Expense,Medical,Lab Tests,Medical,Net Banking,false,Medical
TXN0002537,U006,2024-11-19,5167,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0002538,U006,2024-11-18,13472,Expense,Medical,Clinic,Medical,Cash,false,Medical
TXN0002539,U006,2024-11-12,3473,Expense,Groceries,Amazon Fresh,Groceries,Net Banking,false,Groceries
TXN0002540,U006,2024-11-18,5580,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0002541,U006,2024-12-26,50000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0002542,U006,2024-12-03,30000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0002543,U006,2024-12-11,2875,Expense,Utilities,Water Supply,Utilities,Cash,false,Utilities
